,NAME,Year,Units in All Multi-Family Structures,Units in Multi-Family Structures,Units in Single-Family Structures
2270,"Spring Hill city, Tennessee",1996,,0,299
2271,"Spring Hill city, Tennessee",1997,,0,272
2272,"Spring Hill city, Tennessee",1998,,0,315
2273,"Spring Hill city, Tennessee",1999,,0,395
2274,"Spring Hill city, Tennessee",2000,,0,368
2275,"Spring Hill city, Tennessee",2001,,14,511
2276,"Spring Hill city, Tennessee",2002,,0,746
2277,"Spring Hill city, Tennessee",2003,,0,878
2278,"Spring Hill city, Tennessee",2004,,0,1071
2279,"Spring Hill city, Tennessee",2005,,0,1451
2280,"Spring Hill city, Tennessee",2006,,0,1279
2281,"Spring Hill city, Tennessee",2007,,156,727
2282,"Spring Hill city, Tennessee",2008,,0,349
2283,"Spring Hill city, Tennessee",2009,,0,190
2284,"Spring Hill city, Tennessee",2010,,0,218
2285,"Spring Hill city, Tennessee",2011,,15,292
2286,"Spring Hill city, Tennessee",2012,,0,405
2287,"Spring Hill city, Tennessee",2013,,12,495
2288,"Spring Hill city, Tennessee",2014,,4,571
2289,"Spring Hill city, Tennessee",2015,,0,537
2290,"Spring Hill city, Tennessee",2016,,0,708
2291,"Spring Hill city, Tennessee",2017,,0,813
2292,"Spring Hill city, Tennessee",2018,,0,877
2293,"Spring Hill city, Tennessee",2019,,0,857
2294,"Spring Hill city, Tennessee",2020,,132,936
2295,"Spring Hill city, Tennessee",2021,,291,635
2296,"Spring Hill city, Tennessee",2022,51,,702
2297,"Spring Hill city, Tennessee",2023,231,,422
2298,"Springfield city, Tennessee",1980,,0,43
2299,"Springfield city, Tennessee",1981,,0,24
2300,"Springfield city, Tennessee",1982,,0,12
2301,"Springfield city, Tennessee",1983,,100,47
2302,"Springfield city, Tennessee",1984,,151,42
2303,"Springfield city, Tennessee",1985,,44,58
2304,"Springfield city, Tennessee",1986,,58,111
2305,"Springfield city, Tennessee",1987,,12,180
2306,"Springfield city, Tennessee",1988,,60,107
2307,"Springfield city, Tennessee",1989,,4,75
2308,"Springfield city, Tennessee",1990,,0,67
2309,"Springfield city, Tennessee",1991,,0,53
2310,"Springfield city, Tennessee",1992,,0,51
2311,"Springfield city, Tennessee",1993,,0,140
2312,"Springfield city, Tennessee",1994,,18,114
2313,"Springfield city, Tennessee",1995,,9,100
2314,"Springfield city, Tennessee",1996,,15,115
2315,"Springfield city, Tennessee",1997,,17,112
2316,"Springfield city, Tennessee",1998,,17,125
2317,"Springfield city, Tennessee",1999,,22,133
2318,"Springfield city, Tennessee",2000,,10,126
2319,"Springfield city, Tennessee",2001,,25,134
2320,"Springfield city, Tennessee",2002,,14,137
2321,"Springfield city, Tennessee",2003,,186,95
2322,"Springfield city, Tennessee",2004,,8,110
2323,"Springfield city, Tennessee",2005,,102,125
2324,"Springfield city, Tennessee",2006,,2,191
2325,"Springfield city, Tennessee",2007,,0,120
2326,"Springfield city, Tennessee",2008,,0,37
2327,"Springfield city, Tennessee",2009,,0,35
2328,"Springfield city, Tennessee",2010,,0,26
2329,"Springfield city, Tennessee",2011,,0,23
2330,"Springfield city, Tennessee",2012,,0,8
2331,"Springfield city, Tennessee",2013,,0,17
2332,"Springfield city, Tennessee",2014,,8,20
2333,"Springfield city, Tennessee",2015,,4,21
2334,"Springfield city, Tennessee",2016,,0,26
2335,"Springfield city, Tennessee",2017,,0,101
2336,"Springfield city, Tennessee",2018,,0,67
2337,"Springfield city, Tennessee",2019,,0,101
2338,"Springfield city, Tennessee",2020,,0,138
2339,"Springfield city, Tennessee",2021,,0,186
2340,"Springfield city, Tennessee",2022,0,,156
2341,"Springfield city, Tennessee",2023,2,,87
2342,"Stewart County, Tennessee",1980,,0,6
2343,"Stewart County, Tennessee",1981,,0,5
2344,"Stewart County, Tennessee",1982,,0,8
2345,"Stewart County, Tennessee",1983,,0,11
2346,"Stewart County, Tennessee",1984,,0,5
2347,"Stewart County, Tennessee",1985,,46,6
2348,"Stewart County, Tennessee",1986,,0,4
2349,"Stewart County, Tennessee",1987,,0,11
2350,"Stewart County, Tennessee",1988,,0,7
2351,"Stewart County, Tennessee",1989,,0,7
2352,"Stewart County, Tennessee",1990,,0,6
2353,"Stewart County, Tennessee",1991,,0,5
2354,"Stewart County, Tennessee",1992,,0,3
2355,"Stewart County, Tennessee",1993,,0,2
2356,"Stewart County, Tennessee",1994,,0,2
2357,"Stewart County, Tennessee",1995,,0,5
2358,"Stewart County, Tennessee",1996,,0,3
2359,"Stewart County, Tennessee",1997,,0,5
2360,"Stewart County, Tennessee",1998,,4,0
2361,"Stewart County, Tennessee",1999,,4,6
2362,"Stewart County, Tennessee",2000,,0,3
2363,"Stewart County, Tennessee",2001,,0,3
2364,"Stewart County, Tennessee",2002,,0,4
2365,"Stewart County, Tennessee",2003,,0,4
2366,"Stewart County, Tennessee",2004,,0,10
2367,"Stewart County, Tennessee",2005,,14,12
2368,"Stewart County, Tennessee",2006,,0,22
2369,"Stewart County, Tennessee",2007,,0,15
2370,"Stewart County, Tennessee",2008,,0,10
2371,"Stewart County, Tennessee",2009,,0,2
2372,"Stewart County, Tennessee",2010,,0,4
2373,"Stewart County, Tennessee",2011,,0,1
2374,"Stewart County, Tennessee",2012,,0,2
2375,"Stewart County, Tennessee",2013,,0,4
2376,"Stewart County, Tennessee",2014,,16,2
2377,"Stewart County, Tennessee",2015,,0,0
2378,"Stewart County, Tennessee",2016,,5,10
2379,"Stewart County, Tennessee",2017,,0,4
2380,"Stewart County, Tennessee",2018,,0,6
2381,"Stewart County, Tennessee",2019,,4,3
2382,"Stewart County, Tennessee",2020,,0,2
2383,"Stewart County, Tennessee",2021,,0,3
2384,"Stewart County, Tennessee",2022,2,,7
2385,"Stewart County, Tennessee",2023,0,,10
2386,"Sumner County, Tennessee",1980,,105,607
2387,"Sumner County, Tennessee",1981,,32,423
2388,"Sumner County, Tennessee",1982,,49,411
2389,"Sumner County, Tennessee",1983,,723,715
2390,"Sumner County, Tennessee",1984,,1093,748
2391,"Sumner County, Tennessee",1985,,751,754
2392,"Sumner County, Tennessee",1986,,401,1010
2393,"Sumner County, Tennessee",1987,,245,941
2394,"Sumner County, Tennessee",1988,,379,686
2395,"Sumner County, Tennessee",1989,,93,570
2396,"Sumner County, Tennessee",1990,,424,614
2397,"Sumner County, Tennessee",1991,,54,551
2398,"Sumner County, Tennessee",1992,,6,750
2399,"Sumner County, Tennessee",1993,,0,809
2400,"Sumner County, Tennessee",1994,,501,814
2401,"Sumner County, Tennessee",1995,,187,900
2402,"Sumner County, Tennessee",1996,,106,1069
2403,"Sumner County, Tennessee",1997,,66,1148
2404,"Sumner County, Tennessee",1998,,413,1180
2405,"Sumner County, Tennessee",1999,,284,1563
2406,"Sumner County, Tennessee",2000,,32,846
2407,"Sumner County, Tennessee",2001,,389,1011
2408,"Sumner County, Tennessee",2002,,45,1171
2409,"Sumner County, Tennessee",2003,,33,1176
2410,"Sumner County, Tennessee",2004,,218,1382
2411,"Sumner County, Tennessee",2005,,115,1703
2412,"Sumner County, Tennessee",2006,,32,1673
2413,"Sumner County, Tennessee",2007,,13,1344
2414,"Sumner County, Tennessee",2008,,2,841
2415,"Sumner County, Tennessee",2009,,2,564
2416,"Sumner County, Tennessee",2010,,2,452
2417,"Sumner County, Tennessee",2011,,0,422
2418,"Sumner County, Tennessee",2012,,3,589
2419,"Sumner County, Tennessee",2013,,0,813
2420,"Sumner County, Tennessee",2014,,4,865
2421,"Sumner County, Tennessee",2015,,78,996
2422,"Sumner County, Tennessee",2016,,154,1187
2423,"Sumner County, Tennessee",2017,,1074,1294
2424,"Sumner County, Tennessee",2018,,466,1262
2425,"Sumner County, Tennessee",2019,,132,1284
2426,"Sumner County, Tennessee",2020,,546,1434
2427,"Sumner County, Tennessee",2021,,67,1775
2428,"Sumner County, Tennessee",2022,359,,1609
2429,"Sumner County, Tennessee",2023,314,,1432
2430,Sumner Unincorporated,1980,,4,265
2431,Sumner Unincorporated,1981,,4,233
2432,Sumner Unincorporated,1982,,2,182
2433,Sumner Unincorporated,1983,,0,260
2434,Sumner Unincorporated,1984,,25,290
2435,Sumner Unincorporated,1985,,7,260
2436,Sumner Unincorporated,1986,,0,355
2437,Sumner Unincorporated,1987,,11,358
2438,Sumner Unincorporated,1988,,4,331
2439,Sumner Unincorporated,1989,,4,246
2440,Sumner Unincorporated,1990,,0,249
2441,Sumner Unincorporated,1991,,0,236
2442,Sumner Unincorporated,1992,,0,272
2443,Sumner Unincorporated,1993,,0,262
2444,Sumner Unincorporated,1994,,0,276
2445,Sumner Unincorporated,1995,,0,250
2446,Sumner Unincorporated,1996,,0,299
2447,Sumner Unincorporated,1997,,0,264
2448,Sumner Unincorporated,1998,,0,221
2449,Sumner Unincorporated,1999,,2,322
2450,Sumner Unincorporated,2000,,0,189
2451,Sumner Unincorporated,2001,,0,217
2452,Sumner Unincorporated,2002,,4,295
2453,Sumner Unincorporated,2003,,4,294
2454,Sumner Unincorporated,2004,,2,419
2455,Sumner Unincorporated,2005,,4,557
2456,Sumner Unincorporated,2006,,2,536
2457,Sumner Unincorporated,2007,,2,457
2458,Sumner Unincorporated,2008,,0,224
2459,Sumner Unincorporated,2009,,0,153
2460,Sumner Unincorporated,2010,,0,153
2461,Sumner Unincorporated,2011,,0,115
2462,Sumner Unincorporated,2012,,0,155
2463,Sumner Unincorporated,2013,,0,213
2464,Sumner Unincorporated,2014,,4,257
2465,Sumner Unincorporated,2015,,6,276
2466,Sumner Unincorporated,2016,,6,278
2467,Sumner Unincorporated,2017,,0,312
2468,Sumner Unincorporated,2018,,0,335
2469,Sumner Unincorporated,2019,,0,306
2470,Sumner Unincorporated,2020,,0,355
2471,Sumner Unincorporated,2021,,0,483
2472,Sumner Unincorporated,2022,0,,451
2473,Sumner Unincorporated,2023,0,,327
2474,"Tennessee Ridge town, Tennessee",2022,0,,0
2475,"Tennessee Ridge town, Tennessee",2023,0,,0
2476,"Thompson's Station town, Tennessee",1980,,0,0
2477,"Thompson's Station town, Tennessee",1981,,0,0
2478,"Thompson's Station town, Tennessee",1982,,0,0
2479,"Thompson's Station town, Tennessee",1983,,0,0
2480,"Thompson's Station town, Tennessee",1984,,0,0
2481,"Thompson's Station town, Tennessee",1985,,0,0
2482,"Thompson's Station town, Tennessee",1986,,0,0
2483,"Thompson's Station town, Tennessee",1987,,0,0
2484,"Thompson's Station town, Tennessee",1988,,0,0
2485,"Thompson's Station town, Tennessee",1989,,0,0
2486,"Thompson's Station town, Tennessee",1990,,0,0
2487,"Thompson's Station town, Tennessee",1991,,0,0
2488,"Thompson's Station town, Tennessee",1992,,0,0
2489,"Thompson's Station town, Tennessee",1993,,0,0
2490,"Thompson's Station town, Tennessee",1994,,0,0
2491,"Thompson's Station town, Tennessee",1995,,0,0
2492,"Thompson's Station town, Tennessee",1996,,0,0
2493,"Thompson's Station town, Tennessee",1997,,0,0
2494,"Thompson's Station town, Tennessee",1998,,0,0
2495,"Thompson's Station town, Tennessee",1999,,0,0
2496,"Thompson's Station town, Tennessee",2000,,0,0
2497,"Thompson's Station town, Tennessee",2001,,0,0
2498,"Thompson's Station town, Tennessee",2002,,0,0
2499,"Thompson's Station town, Tennessee",2003,,0,0
2500,"Thompson's Station town, Tennessee",2004,,0,0
2501,"Thompson's Station town, Tennessee",2005,,0,33
2502,"Thompson's Station town, Tennessee",2006,,0,43
2503,"Thompson's Station town, Tennessee",2007,,30,89
2504,"Thompson's Station town, Tennessee",2008,,0,13
2505,"Thompson's Station town, Tennessee",2009,,0,8
2506,"Thompson's Station town, Tennessee",2010,,0,9
2507,"Thompson's Station town, Tennessee",2011,,0,37
2508,"Thompson's Station town, Tennessee",2012,,0,126
2509,"Thompson's Station town, Tennessee",2013,,0,164
2510,"Thompson's Station town, Tennessee",2014,,12,219
2511,"Thompson's Station town, Tennessee",2015,,195,328
2512,"Thompson's Station town, Tennessee",2016,,0,192
2513,"Thompson's Station town, Tennessee",2017,,0,222
2514,"Thompson's Station town, Tennessee",2018,,0,185
2515,"Thompson's Station town, Tennessee",2019,,0,171
2516,"Thompson's Station town, Tennessee",2020,,0,148
2517,"Thompson's Station town, Tennessee",2021,,12,154
2518,"Thompson's Station town, Tennessee",2022,0,,153
2519,"Thompson's Station town, Tennessee",2023,51,,133
2520,"Trousdale County, Tennessee",1980,,0,36
2521,"Trousdale County, Tennessee",1981,,0,36
2522,"Trousdale County, Tennessee",1982,,0,22
2523,"Trousdale County, Tennessee",1983,,0,30
2524,"Trousdale County, Tennessee",1984,,0,17
2525,"Trousdale County, Tennessee",1985,,0,25
2526,"Trousdale County, Tennessee",1986,,0,18
2527,"Trousdale County, Tennessee",1987,,0,26
2528,"Trousdale County, Tennessee",1988,,0,62
2529,"Trousdale County, Tennessee",1989,,0,32
2530,"Trousdale County, Tennessee",1990,,0,48
2531,"Trousdale County, Tennessee",1991,,0,44
2532,"Trousdale County, Tennessee",1992,,0,26
2533,"Trousdale County, Tennessee",1993,,0,72
2534,"Trousdale County, Tennessee",1994,,0,32
2535,"Trousdale County, Tennessee",1995,,0,28
2536,"Trousdale County, Tennessee",1996,,0,50
2537,"Trousdale County, Tennessee",1997,,0,51
2538,"Trousdale County, Tennessee",1998,,0,19
2539,"Trousdale County, Tennessee",1999,,0,21
2540,"Trousdale County, Tennessee",2000,,0,19
2541,"Trousdale County, Tennessee",2001,,0,20
2542,"Trousdale County, Tennessee",2002,,0,22
2543,"Trousdale County, Tennessee",2003,,0,59
2544,"Trousdale County, Tennessee",2004,,0,41
2545,"Trousdale County, Tennessee",2005,,0,44
2546,"Trousdale County, Tennessee",2006,,0,74
2547,"Trousdale County, Tennessee",2007,,0,55
2548,"Trousdale County, Tennessee",2008,,0,26
2549,"Trousdale County, Tennessee",2009,,0,23
2550,"Trousdale County, Tennessee",2010,,0,10
2551,"Trousdale County, Tennessee",2011,,0,24
2552,"Trousdale County, Tennessee",2012,,0,16
2553,"Trousdale County, Tennessee",2013,,11,17
2554,"Trousdale County, Tennessee",2014,,9,36
2555,"Trousdale County, Tennessee",2015,,16,53
2556,"Trousdale County, Tennessee",2016,,8,49
2557,"Trousdale County, Tennessee",2017,,19,69
2558,"Trousdale County, Tennessee",2018,,50,75
2559,"Trousdale County, Tennessee",2019,,3,95
2560,"Trousdale County, Tennessee",2020,,4,79
2561,"Trousdale County, Tennessee",2021,,0,105
2562,"Trousdale County, Tennessee",2022,35,,89
2563,"Trousdale County, Tennessee",2023,26,,96
2564,Trousdale Unincorporated,1980,,0,18
2565,Trousdale Unincorporated,1981,,0,18
2566,Trousdale Unincorporated,1982,,0,11
2567,Trousdale Unincorporated,1983,,0,15
2568,Trousdale Unincorporated,1984,,0,10
2569,Trousdale Unincorporated,1985,,0,10
2570,Trousdale Unincorporated,1986,,0,16
2571,Trousdale Unincorporated,1987,,0,13
2572,Trousdale Unincorporated,1988,,0,31
2573,Trousdale Unincorporated,1989,,0,16
2574,Trousdale Unincorporated,1990,,0,24
2575,Trousdale Unincorporated,1991,,0,22
2576,Trousdale Unincorporated,1992,,0,21
2577,Trousdale Unincorporated,1993,,0,36
2578,Trousdale Unincorporated,1994,,0,31
2579,Trousdale Unincorporated,1995,,0,24
2580,Trousdale Unincorporated,1996,,0,48
2581,Trousdale Unincorporated,1997,,0,49
2582,Trousdale Unincorporated,1998,,0,17
2583,Trousdale Unincorporated,1999,,0,18
2584,Trousdale Unincorporated,2000,,0,16
2585,Trousdale Unincorporated,2001,,0,17
2586,Trousdale Unincorporated,2002,,0,19
2587,Trousdale Unincorporated,2003,,0,20
2588,Trousdale Unincorporated,2004,,0,41
2589,Trousdale Unincorporated,2005,,0,44
2590,Trousdale Unincorporated,2006,,0,74
2591,Trousdale Unincorporated,2007,,0,55
2592,Trousdale Unincorporated,2008,,0,26
2593,Trousdale Unincorporated,2009,,0,23
2594,Trousdale Unincorporated,2010,,0,10
2595,Trousdale Unincorporated,2011,,0,24
2596,Trousdale Unincorporated,2012,,0,16
2597,Trousdale Unincorporated,2013,,11,17
2598,Trousdale Unincorporated,2014,,9,36
2599,Trousdale Unincorporated,2015,,16,53
2600,Trousdale Unincorporated,2016,,8,49
2601,Trousdale Unincorporated,2017,,19,69
2602,Trousdale Unincorporated,2018,,50,75
2603,Trousdale Unincorporated,2019,,3,95
2604,Trousdale Unincorporated,2020,,4,79
2605,Trousdale Unincorporated,2021,,0,105
2606,Trousdale Unincorporated,2022,35,,89
2607,Trousdale Unincorporated,2023,26,,96
2608,"Watertown city, Tennessee",1980,,0,1
2609,"Watertown city, Tennessee",1981,,0,0
2610,"Watertown city, Tennessee",1982,,0,2
2611,"Watertown city, Tennessee",1983,,0,0
2612,"Watertown city, Tennessee",1984,,0,1
2613,"Watertown city, Tennessee",1985,,0,2
2614,"Watertown city, Tennessee",1986,,0,0
2615,"Watertown city, Tennessee",1987,,24,3
2616,"Watertown city, Tennessee",1988,,0,4
2617,"Watertown city, Tennessee",1989,,0,5
2618,"Watertown city, Tennessee",1990,,0,3
2619,"Watertown city, Tennessee",1991,,0,2
2620,"Watertown city, Tennessee",1992,,0,1
2621,"Watertown city, Tennessee",1993,,0,0
2622,"Watertown city, Tennessee",1994,,0,0
2623,"Watertown city, Tennessee",1995,,0,0
2624,"Watertown city, Tennessee",1996,,0,0
2625,"Watertown city, Tennessee",1997,,0,12
2626,"Watertown city, Tennessee",1998,,0,8
2627,"Watertown city, Tennessee",1999,,0,6
2628,"Watertown city, Tennessee",2000,,0,8
2629,"Watertown city, Tennessee",2001,,0,7
2630,"Watertown city, Tennessee",2002,,0,5
2631,"Watertown city, Tennessee",2003,,0,5
2632,"Watertown city, Tennessee",2004,,0,0
2633,"Watertown city, Tennessee",2005,,0,5
2634,"Watertown city, Tennessee",2006,,0,5
2635,"Watertown city, Tennessee",2007,,0,5
2636,"Watertown city, Tennessee",2008,,0,1
2637,"Watertown city, Tennessee",2009,,0,3
2638,"Watertown city, Tennessee",2010,,0,2
2639,"Watertown city, Tennessee",2011,,0,0
2640,"Watertown city, Tennessee",2012,,0,0
2641,"Watertown city, Tennessee",2013,,0,5
2642,"Watertown city, Tennessee",2014,,0,2
2643,"Watertown city, Tennessee",2015,,0,3
2644,"Watertown city, Tennessee",2016,,0,3
2645,"Watertown city, Tennessee",2017,,0,1
2646,"Watertown city, Tennessee",2018,,0,4
2647,"Watertown city, Tennessee",2019,,0,2
2648,"Watertown city, Tennessee",2020,,0,0
2649,"Watertown city, Tennessee",2021,,0,0
2650,"Watertown city, Tennessee",2022,0,,0
2651,"Watertown city, Tennessee",2023,0,,0
2652,"Waverly city, Tennessee",2022,2,,30
2653,"Waverly city, Tennessee",2023,0,,20
2654,"Westmoreland town, Tennessee",1980,,0,0
2655,"Westmoreland town, Tennessee",1981,,0,0
2656,"Westmoreland town, Tennessee",1982,,0,0
2657,"Westmoreland town, Tennessee",1983,,0,0
2658,"Westmoreland town, Tennessee",1984,,0,0
2659,"Westmoreland town, Tennessee",1985,,0,0
2660,"Westmoreland town, Tennessee",1986,,0,0
2661,"Westmoreland town, Tennessee",1987,,0,0
2662,"Westmoreland town, Tennessee",1988,,0,0
2663,"Westmoreland town, Tennessee",1989,,0,0
2664,"Westmoreland town, Tennessee",1990,,0,7
2665,"Westmoreland town, Tennessee",1991,,0,8
2666,"Westmoreland town, Tennessee",1992,,0,9
2667,"Westmoreland town, Tennessee",1993,,0,13
2668,"Westmoreland town, Tennessee",1994,,0,12
2669,"Westmoreland town, Tennessee",1995,,0,7
2670,"Westmoreland town, Tennessee",1996,,0,13
2671,"Westmoreland town, Tennessee",1997,,0,9
2672,"Westmoreland town, Tennessee",1998,,2,4
2673,"Westmoreland town, Tennessee",1999,,2,3
2674,"Westmoreland town, Tennessee",2000,,0,7
2675,"Westmoreland town, Tennessee",2001,,0,5
2676,"Westmoreland town, Tennessee",2002,,0,8
2677,"Westmoreland town, Tennessee",2003,,0,12
2678,"Westmoreland town, Tennessee",2004,,0,14
2679,"Westmoreland town, Tennessee",2005,,0,10
2680,"Westmoreland town, Tennessee",2006,,0,5
2681,"Westmoreland town, Tennessee",2007,,0,11
2682,"Westmoreland town, Tennessee",2008,,0,4
2683,"Westmoreland town, Tennessee",2009,,0,1
2684,"Westmoreland town, Tennessee",2010,,0,0
2685,"Westmoreland town, Tennessee",2011,,0,0
2686,"Westmoreland town, Tennessee",2012,,0,0
2687,"Westmoreland town, Tennessee",2013,,0,2
2688,"Westmoreland town, Tennessee",2014,,0,0
2689,"Westmoreland town, Tennessee",2015,,0,1
2690,"Westmoreland town, Tennessee",2016,,0,1
2691,"Westmoreland town, Tennessee",2017,,0,1
2692,"Westmoreland town, Tennessee",2018,,0,0
2693,"Westmoreland town, Tennessee",2019,,0,0
2694,"Westmoreland town, Tennessee",2020,,0,16
2695,"Westmoreland town, Tennessee",2021,,0,16
2696,"Westmoreland town, Tennessee",2022,0,,14
2697,"Westmoreland town, Tennessee",2023,2,,8
2698,"White Bluff town, Tennessee",1980,,0,0
2699,"White Bluff town, Tennessee",1981,,0,0
2700,"White Bluff town, Tennessee",1982,,0,0
2701,"White Bluff town, Tennessee",1983,,0,0
2702,"White Bluff town, Tennessee",1984,,0,0
2703,"White Bluff town, Tennessee",1985,,0,0
2704,"White Bluff town, Tennessee",1986,,0,0
2705,"White Bluff town, Tennessee",1987,,0,0
2706,"White Bluff town, Tennessee",1988,,0,0
2707,"White Bluff town, Tennessee",1989,,0,0
2708,"White Bluff town, Tennessee",1990,,8,5
2709,"White Bluff town, Tennessee",1991,,8,5
2710,"White Bluff town, Tennessee",1992,,10,7
2711,"White Bluff town, Tennessee",1993,,14,9
2712,"White Bluff town, Tennessee",1994,,16,10
2713,"White Bluff town, Tennessee",1995,,16,10
2714,"White Bluff town, Tennessee",1996,,12,12
2715,"White Bluff town, Tennessee",1997,,14,11
2716,"White Bluff town, Tennessee",1998,,16,14
2717,"White Bluff town, Tennessee",1999,,16,16
2718,"White Bluff town, Tennessee",2000,,10,14
2719,"White Bluff town, Tennessee",2001,,8,15
2720,"White Bluff town, Tennessee",2002,,12,18
2721,"White Bluff town, Tennessee",2003,,12,18
2722,"White Bluff town, Tennessee",2004,,8,20
2723,"White Bluff town, Tennessee",2005,,4,22
2724,"White Bluff town, Tennessee",2006,,4,21
2725,"White Bluff town, Tennessee",2007,,6,13
2726,"White Bluff town, Tennessee",2008,,6,8
2727,"White Bluff town, Tennessee",2009,,2,6
2728,"White Bluff town, Tennessee",2010,,6,8
2729,"White Bluff town, Tennessee",2011,,0,14
2730,"White Bluff town, Tennessee",2012,,0,14
2731,"White Bluff town, Tennessee",2013,,0,14
2732,"White Bluff town, Tennessee",2014,,0,17
2733,"White Bluff town, Tennessee",2015,,0,25
2734,"White Bluff town, Tennessee",2016,,0,30
2735,"White Bluff town, Tennessee",2017,,0,43
2736,"White Bluff town, Tennessee",2018,,0,34
2737,"White Bluff town, Tennessee",2019,,0,26
2738,"White Bluff town, Tennessee",2020,,0,48
2739,"White Bluff town, Tennessee",2021,,0,46
2740,"White Bluff town, Tennessee",2022,26,,54
2741,"White Bluff town, Tennessee",2023,6,,91
2742,"White House city, Tennessee",1980,,8,102
2743,"White House city, Tennessee",1981,,0,44
2744,"White House city, Tennessee",1982,,0,31
2745,"White House city, Tennessee",1983,,0,82
2746,"White House city, Tennessee",1984,,10,61
2747,"White House city, Tennessee",1985,,40,73
2748,"White House city, Tennessee",1986,,2,101
2749,"White House city, Tennessee",1987,,0,101
2750,"White House city, Tennessee",1988,,0,75
2751,"White House city, Tennessee",1989,,40,39
2752,"White House city, Tennessee",1990,,2,58
2753,"White House city, Tennessee",1991,,48,74
2754,"White House city, Tennessee",1992,,0,113
2755,"White House city, Tennessee",1993,,0,131
2756,"White House city, Tennessee",1994,,0,128
2757,"White House city, Tennessee",1995,,6,201
2758,"White House city, Tennessee",1996,,0,224
2759,"White House city, Tennessee",1997,,50,146
2760,"White House city, Tennessee",1998,,12,155
2761,"White House city, Tennessee",1999,,0,239
2762,"White House city, Tennessee",2000,,4,115
2763,"White House city, Tennessee",2001,,0,124
2764,"White House city, Tennessee",2002,,0,107
2765,"White House city, Tennessee",2003,,0,76
2766,"White House city, Tennessee",2004,,0,120
2767,"White House city, Tennessee",2005,,0,163
2768,"White House city, Tennessee",2006,,3,183
2769,"White House city, Tennessee",2007,,0,142
2770,"White House city, Tennessee",2008,,0,67
2771,"White House city, Tennessee",2009,,0,46
2772,"White House city, Tennessee",2010,,0,37
2773,"White House city, Tennessee",2011,,0,30
2774,"White House city, Tennessee",2012,,0,30
2775,"White House city, Tennessee",2013,,48,36
2776,"White House city, Tennessee",2014,,0,52
2777,"White House city, Tennessee",2015,,5,61
2778,"White House city, Tennessee",2016,,0,85
2779,"White House city, Tennessee",2017,,274,97
2780,"White House city, Tennessee",2018,,4,63
2781,"White House city, Tennessee",2019,,0,122
2782,"White House city, Tennessee",2020,,0,270
2783,"White House city, Tennessee",2021,,22,349
2784,"White House city, Tennessee",2022,0,,366
2785,"White House city, Tennessee",2023,216,,443
2786,"Williamson County, Tennessee",1980,,2,536
2787,"Williamson County, Tennessee",1981,,2,322
2788,"Williamson County, Tennessee",1982,,32,482
2789,"Williamson County, Tennessee",1983,,41,962
2790,"Williamson County, Tennessee",1984,,39,791
2791,"Williamson County, Tennessee",1985,,58,1155
2792,"Williamson County, Tennessee",1986,,35,1119
2793,"Williamson County, Tennessee",1987,,15,883
2794,"Williamson County, Tennessee",1988,,298,870
2795,"Williamson County, Tennessee",1989,,210,675
2796,"Williamson County, Tennessee",1990,,4,649
2797,"Williamson County, Tennessee",1991,,61,751
2798,"Williamson County, Tennessee",1992,,15,1080
2799,"Williamson County, Tennessee",1993,,65,1246
2800,"Williamson County, Tennessee",1994,,50,1246
2801,"Williamson County, Tennessee",1995,,24,1495
2802,"Williamson County, Tennessee",1996,,800,1607
2803,"Williamson County, Tennessee",1997,,484,1560
2804,"Williamson County, Tennessee",1998,,12,1904
2805,"Williamson County, Tennessee",1999,,3,1718
2806,"Williamson County, Tennessee",2000,,0,1205
2807,"Williamson County, Tennessee",2001,,4,1343
2808,"Williamson County, Tennessee",2002,,8,1552
2809,"Williamson County, Tennessee",2003,,12,1759
2810,"Williamson County, Tennessee",2004,,5,1942
2811,"Williamson County, Tennessee",2005,,0,1941
2812,"Williamson County, Tennessee",2006,,10,1679
2813,"Williamson County, Tennessee",2007,,54,1029
2814,"Williamson County, Tennessee",2008,,8,536
2815,"Williamson County, Tennessee",2009,,88,362
2816,"Williamson County, Tennessee",2010,,0,569
2817,"Williamson County, Tennessee",2011,,310,751
2818,"Williamson County, Tennessee",2012,,485,1047
2819,"Williamson County, Tennessee",2013,,0,1386
2820,"Williamson County, Tennessee",2014,,336,1566
2821,"Williamson County, Tennessee",2015,,357,1947
2822,"Williamson County, Tennessee",2016,,792,1967
2823,"Williamson County, Tennessee",2017,,927,1932
2824,"Williamson County, Tennessee",2018,,405,1716
2825,"Williamson County, Tennessee",2019,,669,1798
2826,"Williamson County, Tennessee",2020,,515,1769
2827,"Williamson County, Tennessee",2021,,907,2073
2828,"Williamson County, Tennessee",2022,575,,1679
2829,"Williamson County, Tennessee",2023,62,,1370
2830,Williamson Unincorporated,1980,,0,390
2831,Williamson Unincorporated,1981,,2,239
2832,Williamson Unincorporated,1982,,2,295
2833,Williamson Unincorporated,1983,,2,449
2834,Williamson Unincorporated,1984,,0,426
2835,Williamson Unincorporated,1985,,0,566
2836,Williamson Unincorporated,1986,,8,640
2837,Williamson Unincorporated,1987,,6,481
2838,Williamson Unincorporated,1988,,0,446
2839,Williamson Unincorporated,1989,,0,317
2840,Williamson Unincorporated,1990,,4,287
2841,Williamson Unincorporated,1991,,6,416
2842,Williamson Unincorporated,1992,,0,557
